wavelength_nm,diameter_mm,myopia_d,threshold_stroke_arcmin,threshold_log_mar,threshold_detected,threshold_status,optical_d50_arcmin,optical_mar_arcmin,optical_log_mar
550.0,0.3315885423378064,2.5,4.5329574056340105,0.6563816381883987,True,resolved,5.119765471708386,1.2799413679270966,0.10719007576588498
550.0,0.3665032046990376,2.5,4.12916047888797,0.6158617619595042,True,resolved,4.661030690857439,1.1652576727143598,0.06642197125408647
550.0,0.4050942113609619,2.5,3.751208265165467,0.5741711766277325,True,resolved,4.256499442336386,1.0641248605840965,0.026992589501509234
550.0,0.4477486635155488,2.5,3.4064515923671563,0.5323022217453413,True,resolved,3.905045932997208,0.976261483249302,-0.010433844707497898
550.0,0.4492873987401234,2.5,3.3961600459049444,0.5309881484198432,True,resolved,3.893945387201354,0.9734863468003385,-0.011670135105278708
550.0,0.47293410393697205,2.5,3.249907778818675,0.5118710373732082,True,resolved,3.7355502248141876,0.9338875562035469,-0.029705411414546315
550.0,0.4948944222294061,2.5,3.1309007593501765,0.4956693019351331,True,resolved,3.6074497913592194,0.9018624478398048,-0.044859696049576236
550.0,0.4965808091338207,2.5,3.122247425078405,0.4944673161153896,True,resolved,3.5983159385533887,0.8995789846383472,-0.04596069881467125
550.0,0.5470044002605323,2.5,2.8939825243625044,0.46149590425508247,True,resolved,3.367272828839117,0.8418182072097793,-0.07478168537675124
550.0,0.5502624373878341,2.5,2.880938962042249,0.4595340570554734,True,resolved,3.3549725523837037,0.8387431380959259,-0.07637101984741052
550.0,0.5792236183029833,2.5,2.777228531984381,0.4436116183516635,True,resolved,3.2585911193427197,0.8146477798356799,-0.08903012173534924
550.0,0.6046013057825199,2.5,2.7022707580349166,0.4317288616472665,True,resolved,3.1891605062955994,0.7972901265738999,-0.09838361405918666
550.0,0.6081847992181325,2.5,2.692987100115969,0.4302342730691896,True,resolved,3.180605672283202,0.7951514180708005,-0.0995501621976452
550.0,0.6353883327016112,2.5,2.6335755330249513,0.4205457787806525,True,resolved,3.12578346421426,0.781445866053565,-0.10710110195512183
550.0,0.6682628855998672,2.5,2.590726302705394,0.41342153436625834,True,resolved,3.0829754058927707,0.7707438514731927,-0.11308993112550879
550.0,0.6688298238964329,2.5,2.5903042975165436,0.41335078607720177,True,resolved,3.0824604246766834,0.7706151061691708,-0.11316248187685772
550.0,0.7022713150912545,2.5,2.583608687582557,0.4122267362221037,True,resolved,3.0655558685353457,0.7663889671338364,-0.11555075594854038
550.0,0.7386277204483878,2.5,2.620598857530366,0.41840054735100707,True,resolved,3.0779634560805214,0.7694908640201303,-0.11379653207577459
550.0,0.7781886018183509,2.5,2.7137602859607384,0.43357148257119094,True,resolved,3.204276766586496,0.801069191646624,-0.09632997049187529
